Code,ID,Mode,Level,Nationality,L1,Concordance Line,Verb,BCC_COLL,Functions,BCC_Frequency,CSL_Score,CSL_COLL,Reliability,Accessibility,Semantics,Error,Error-Type,Details
S_B_F_JZY_KR,JZY_KR,S,L1,KR,KR,[GLCLC text removed],聊天,Repelled,DA,0.0,0.0,Repelled,No,2.0,Communication,Error,Collocational,deeper analysis beyond 'wrong proposition' or 'substitution' shows the reason this is wrong is because 聊天 is not conventionalised. There are 4 instances in the native corpus.
W_B_F_YRS_KR,YRS_KR,W,L1,KR,KR,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,Error,Word-Order,should be 对我的朋友说这经历
W_B_M_JJXH_JP,JJXH_JP,W,L1,JP,JP,[GLCLC text removed],说,Attracted,DA,63257.0,385.55,Attracted,No,1.0,Communication,Error,Collocational,"说话 is typically used with 和/跟. However, it is usedi in BCC 2536 times. These usage tend to require additional context, such as adverbs."
W_B_F_YRS_KR,YRS_KR,W,L1,KR,KR,[GLCLC text removed],问,Repelled,DA,166.0,0.0,Repelled,No,1.0,Communication,Error,Collocational,向/跟X问好 is conventionalized in TL; 对X问好 has low collostructional strength (BCC: only 5 instances). Learner overgeneralized 对 as directional marker.
W_I_F_CZJ_KR_1,CZJ_KR,W,L2,KR,KR,[GLCLC text removed],*,Attracted,EVAL,0.0,87.12,Attracted,*,1.0,Functional,Error,Omission,frame incomplete: missing copula 是; should be 对我们来说这件事情是好的记忆
W_I_F_SSXI_KR_3,SSXI_KR,W,L2,KR,KR,[GLCLC text removed],*,Attracted,EVAL,0.0,18.54,Repelled,*,1.0,Functional,Error,Omission,frame incomplete: missing copula 是; should be 对我来说是第一次去外国的机会
W_I_F_WUYM_CR_16,WUYM_CR,W,L2,CR,ES,[GLCLC text removed],*,Attracted,EVAL,0.0,87.12,Attracted,*,1.0,Functional,Error,Omission,frame incomplete: missing 是 or 有; should be 对外国学生有很好的影响 or 是很好的影响
W_I_F_SZYI_KR_3,SZYI_KR,W,L2,KR,KR,[GLCLC text removed],*,Attracted,EVAL,0.0,18.54,Repelled,*,1.0,Functional,Error,Omission,frame incomplete: missing copula 是; should be ...对工作的人是必须的条件
W_I_F_JRY_KR_3,JRY_KR,W,L2,KR,KR,[GLCLC text removed],*,Attracted,EVAL,0.0,18.54,Repelled,*,1.0,Functional,Error,Omission,frame incomplete: missing copula 是; should be 对女人是更好的条件
W_I_F_HZJ_KR_1,HZJ_KR,W,L2,KR,KR,[GLCLC text removed],*,Repelled,DISP,0.0,0.0,Repelled,*,3.0,Functional,Error,Omission,Simile construction requires 像; should be 对他们像父母一样
W_I_F_JHXU_KR_1,JHXU_KR,W,L2,KR,KR,[GLCLC text removed],不好意思,Repelled,MS,0.0,0.0,Repelled,No,6.0,Psych,Error,Collocational,MS with 不好意思 requires 感到 or 觉得 as psychological verb; should be 对家人觉得真不好意思
W_I_M_LDYI_KR_3,LDYI_KR,W,L2,KR,KR,[GLCLC text removed],不好意思,Repelled,MS,0.0,0.0,Repelled,No,6.0,Psych,Error,Collocational,MS with 不好意思 requires 感到 or 觉得 as psychological verb; should be 对他们觉得不好意思
S_I_F_JDYI_KR+I_,JDYI_KR+I_,S,L2,KR,KR,[GLCLC text removed],产生,Attracted,MS,3678.0,9.27,Attracted,Yes,4.0,Functional,Error,Non-dui-construction,"Causative meaning requires 使/让 construction, not 对; should be 这样的节目让孩子们产生了想象力"
S_I_F_GDX_KR_2,GDX_KR,S,L2,KR,KR,[GLCLC text removed],介绍,Attracted,SI,172.0,0.0,Repelled,No,1.0,Communication,Error,Collocational,给Y介绍 is more conventionalized and has higher collostructional strength than 对Y介绍 (BCC 197 only); should be 给李敏镐介绍一下
W_I_M_EI_RU_1,EI_RU,W,L2,RU,RU,[GLCLC text removed],介绍,Attracted,SI,172.0,0.0,Repelled,No,1.0,Communication,Error,Collocational,给Y介绍 is more conventionalized and has higher collostructional strength than 对Y介绍; should be 给您介绍我最喜欢的爱好
W_I_F_XX_TH,XX_TH,W,L2,TH,TH,[GLCLC text removed],伤心,Repelled,MS,12.0,0.0,Repelled,No,3.0,Psych,Error,Collocational,MS with animate Y (自己) dispreferred; causative frame 让+animate+psychological state is conventionalized; should be 让自己很伤心
W_I_F_SSXI_KR_9,SSXI_KR,W,L2,KR,KR,[GLCLC text removed],伤心,Repelled,MS,12.0,0.0,Repelled,No,3.0,Psych,Error,Collocational,MS with animate Y (他们) dispreferred; 他们让我伤心 preferred; (2) Word order error: 很对他们 → 对他们很
S_I_F_JA_KR_3,JA_KR,S,L2,KR,KR,[GLCLC text removed],健康,Repelled,EVAL,0.0,0.0,Repelled,No,2.0,Attribute,Error,Collocational,"Non-conventionalized collocation; 对身体好 or 对健康好 are entrenched patterns, not 对身体健康"
W_I_M_LMN_TH_14,LMN_TH,W,L2,TH,TH,[GLCLC text removed],健康,Repelled,EVAL,0.0,0.0,Repelled,No,2.0,Attribute,Error,Collocational,"对身体好 / 对健康好 are conventionalized, not 对身体健康; (2) 好看 is appearance, doesn't fit EVAL ""benefit for Y"" frame"
W_I_F_QSY_KR_1,QSY_KR,W,L2,KR,KR,[GLCLC text removed],印象,Repelled,MS,22.0,1.85,Attracted,No,3.0,Psych,Error,Word-Order,"MS configuration reversed: Experiencer (我) should be subject, not Y; should be 我对他印象很深 (I have deep impression of him) or causative 他让我印象很深"
W_I_F_LLS_TH_1,LLS_TH,W,L2,TH,TH,[GLCLC text removed],发生,Attracted,EVAL,247.0,1.85,Attracted,No,3.0,Functional,Error,Non-dui-construction,"对 doesn't mark ""recipient of event""; 发生 (happen) takes locative frame, not 对-construction; should be 不好的事情发生在我身上 or 我身上发生了不好的事情"
W_I_F_LLS_TH_3,LLS_TH,W,L2,TH,TH,[GLCLC text removed],发生,Attracted,EVAL,247.0,1.85,Attracted,No,3.0,Functional,Error,Non-dui-construction,"Same as above: 发生 requires locative frame, not 对-construction; should be 在我身上发生"
W_I_F_CAMLG_TH_7,CAMLG_TH,W,L2,TH,TH,[GLCLC text removed],受,Repelled,EVAL,0.0,0.0,Repelled,No,6.0,Functional,Error,Collocational,"对Y受欢迎 doesn't fit any 对-construction function; 受欢迎 is stative/passive (be popular), not an action toward Y; could be EVAL with 来说: 对女生们来说，娜莱雅品牌很受欢迎; or no 对: 娜莱雅品牌很受女生们的欢迎"
S_I_M_AHA_ID_1,AHA_ID,S,L2,ID,Other,[GLCLC text removed],听,Repelled,EVAL,60.0,0.0,Repelled,No,1.0,Physical,Error,Non-dui-construction,"对 doesn't mark experiencer/agent of resultative complement (V得C); learner may be translating ""to you"" → 对你们; should be 希望你们可以听得懂我的说话 or 希望我的说话你们能听得懂"
S_I_F_NSJP_RU_3,NSJP_RU,S,L2,RU,RU,[GLCLC text removed],可靠,Repelled,EVAL,0.0,0.0,Repelled,No,4.0,Attribute,Error,Collocational,"X-Y configuration reversed: if EVAL, 名牌 should be subject with 对我来说名牌可靠得多; if MS (trust), 我 should be subject with 我对名牌更信任/放心"
W_I_M_MHMAD_TJ_3,MHMAD_TJ,W,L2,TJ,Other,[GLCLC text removed],同意,Repelled,MS,21.0,0.0,Repelled,No,2.0,Psych,Error,Collocational,"同意 takes direct object (同意+NP/VP) or 对+abstract topic (对这件事同意); 对+animate person doesn't work because agreement is directed at a proposal/action, not toward a person; should be 妈妈同意了孩子(做某事)"
S_I_F_XSM_KR,XSM_KR,S,L2,KR,KR,[GLCLC text removed],告诉,Repelled,DA,0.0,0.0,Repelled,No,1.0,Communication,Error,Collocational,"告诉 is ditransitive taking recipient directly (告诉+recipient+content); 对+告诉 not conventionalized; 对+speech verb works with 说/讲 (DA), not 告诉; should be 我告诉朋友们... or 我对朋友们说..."
W_I_F_JHXI_KR_3,JHXI_KR,W,L2,KR,KR,[GLCLC text removed],告诉,Repelled,DA,0.0,0.0,Repelled,No,1.0,Communication,Error,Collocational,"Same pattern: 告诉 takes direct recipient, not 对-marked; should be 告诉丈夫今天发现的事儿 or 对丈夫说今天发现的事儿"
W_I_F_GKA_TH_2,GKA_TH,W,L2,TH,TH,[GLCLC text removed],喜欢,Repelled,MS,182.0,1.85,Repelled,Yes,1.0,Psych,Error,Word-Order,对 inserted incorrectly into clause structure; intended meaning has no 对-construction; should be 我发现了我喜欢中文的原因 or if MS: 我发现了我对中文感兴趣的原因
W_I_F_LWL_ID_14,LWL_ID,W,L2,ID,Other,[GLCLC text removed],多,Repelled,EVAL,2.0,3.71,Repelled,No,1.0,Attribute,Error,Non-dui-construction,EVAL perspective frame requires 来说 at sentence-initial position; should be 对我们外国人来说，中国的人太多
W_I_F_JZXU_KR_4,JZXU_KR,W,L2,KR,KR,[GLCLC text removed],套近乎,Attracted,DA,0.0,0.0,,No,6.0,Social,Error,Collocational,"跟/向X套近乎 is conventionalized; 套近乎 implies approaching/getting familiar, 跟 better captures reciprocal movement; 对 as pure directional is dispreferred here"
W_I_M_BJM_AO_2,BJM_AO,W,L2,AO,PT,[GLCLC text removed],好,Repelled,EVAL,60.0,0.0,Repelled,Yes,1.0,Attribute,Error,Collocational,"Incomplete/incoherent frame: if MS (dislike), requires psychological predicate 我对广州菜没好感/不喜欢; if EVAL, requires proper structure 广州菜对我来说不好; bare 对Y+不好 would be DISP ""treat Y badly"" requiring animate Y"
W_I_F_JZNA_KR_3,JZNA_KR,W,L2,KR,KR,[GLCLC text removed],好,Repelled,EVAL,60.0,0.0,Repelled,Yes,1.0,Attribute,Error,Non-dui-construction,EVAL frame missing copula 是; should be 对我是很好的地方 or 对我来说是很好的地方
W_I_F_JZUE_KR_5,JZUE_KR,W,L2,KR,KR,[GLCLC text removed],*,Attracted,EVAL,0.0,18.54,Repelled,*,1.0,Functional,Error,Omission,EVAL frame missing copula 是; should be 对我来说那时候的回忆很好 or 对我来说那个时候是很好的回忆
W_I_F_WDLY_RU_4,WDLY_RU,W,L2,RU,RU,[GLCLC text removed],*,Attracted,EVAL,0.0,18.54,Repelled,*,1.0,Functional,Error,Omission,EVAL frame missing copula 是; should be 对我是最好的经历
W_I_F_YR_ES_8,YR_ES,W,L2,ES,ES,[GLCLC text removed],感谢,Attracted,MS,43.0,0.0,Repelled,No,3.0,Psych,Error,Word-Order,"Multiple errors: word order chaotic, 对这样 doesn't form coherent Y-phrase; possibly intended 对此我很感谢 or 因为这样我很感谢"
W_I_F_LZSA_KR_3,LZSA_KR,W,L2,KR,KR,[GLCLC text removed],对不起,Repelled,DA,0.0,0.0,,No,1.0,Communication,Error,Collocational,对不起 is lexicalized verb with internal 对; cannot function as MS predicate with external 对Y; learner treated 对不起 as regular psychological verb; should be 对不起她 (transitive) or 觉得对不起她
W_I_F_PML_CG_2,PML_CG,W,L2,CG,FR,[GLCLC text removed],小心翼翼,Repelled,DISP,6.0,0.0,,Yes,5.0,Manner,Error,Collocational,"Y-phrase (酒量=alcohol tolerance) and predicate (小心翼翼=careful) don't cohere; one is careful toward alcohol/drinking, not toward alcohol capacity; should be 对喝酒小心翼翼"
W_I_F_LHYI_VN_7,LHYI_VN,W,L2,VN,VN,[GLCLC text removed],开心,Repelled,MS,0.0,0.0,Repelled,No,3.0,Psych,Error,Collocational,"对Y开心 requires Y to be achievement/event (BCC: 获奖, 能买到); 我 as Y-phrase not conventionalized; should be 我很开心 or 对X我很开心 (X=achievement)"
W_I_F_NJ_RU_2,NJ_RU,W,L2,RU,RU,[GLCLC text removed],开心,Repelled,EVAL,0.0,0.0,Repelled,No,3.0,Psych,Error,Non-dui-construction,"对Y开心 requires Y to be achievement/event (BCC: 获奖, 能买到); 我 as Y-phrase not conventionalized; should be 我很开心 or 对X我很开心 (X=achievement)"
W_I_F_JZHX_KR_2,JZHX_KR,W,L2,KR,KR,[GLCLC text removed],影响,Attracted,EVAL,733.0,11.12,Attracted,Yes,2.0,Functional,Error,Collocational,"EVAL 影响 takes degree (影响很大) or nominal form (有影响/产生影响), not transitive 影响了+NP; learner conflated EVAL and causative frames; should be 对我影响很大 or X影响了我的决定"
W_I_F_HNN_PE_3,HNN_PE,W,L2,PE,ES,[GLCLC text removed],辣,Repelled,EVAL,0.0,0.0,Repelled,No,3.0,Attribute,Error,Non-dui-construction,"辣 is 感受-type (taste experience), not 性质-type; requires 对Y来说; should be 对他来说中国菜很辣"
W_I_F_MX_CS,MX_CS,W,L2,CS,Other,[GLCLC text removed],舒服,Repelled,EVAL,0.0,0.0,Repelled,No,2.0,Attribute,Error,Non-dui-construction,"舒服 is 感受-type (bodily sensation), not 性质-type; requires 对Y来说; should be 这个方式对他来说很舒服"
W_I_F_CAMLG_TH_3,CAMLG_TH,W,L2,TH,TH,[GLCLC text removed],快乐,Repelled,MS,0.0,0.0,Repelled,No,1.0,Psych,Error,Collocational,"对Y快乐 not conventionalized in BCC; 快乐 typically describes general state, not Y-triggered; should be 对工作很满意 or 对工作感到满足"
